浓度	746
10g	746
调节	741
混合物	740
0.2	734
现有	728
条件	723
含	716
。治疗	715
微米	712
食用	697
免疫力	693
党参	680
目筛	669
优点	666
先	665
15g	664
复方	661
制作	659
煮	657
细粉	657
置于	656
冰片	655
天	654
制得	653
物	652
β	644
黄芩	638
有效成分	637
酒精	634
常规	633
20g	627
煎	626
枸杞子	625
化合物	624
山楂	622
萃取	613
慢性	612
煮沸	611
中药材	609
利用	598
0.3	597
黄柏	596
百分比	596
糖尿病	591
成品	591
抑制	590
配制	589
清液	588
细胞	588
清洗	587
口服液	583
柴胡	581
具体实施	580
饮料	576
制作方法	576
止痛	572
五味子	571
减压浓缩	571
法	570
防治	569
大黄	569
配伍	566
白芷	564
洗脱	564
毒副作用	562
清热	559
获得	558
两次	557
剂型	553
症	549
杀菌	541
增加	541
赤芍	538
药用	535
芦荟	533
葛根	531
三七	531
简单	530
抗	527
活血	526
显著	520
药粉	520
装入	517
颗粒剂	516
总	512
心脑血管	502
浓缩液	501
片	501
症状	499
第一次	498
沉淀	497
挥发油	495
蒲公英	490
麦冬	489
成细粉	487
背景	482
清热解毒	480
枸杞	479
密封	479
口感	478
30g	478
味	478
减压	471
盐	471
汤剂	469
防风	469
炒	468
性	466
类	465
胶囊剂	462
。技术领域	454
二次	452
用量	451
健脾	450
吸收	450
淀粉	448
薄荷	448
传统	448
度	445
控制	443
免疫	439
水浸泡	438
转	436
机体	434
杂质	434
用水	433
桃仁	432
外	431
。，	431
文火	430
肉桂	429
三次	428
0.01	424
泽泻	424
处方	424
温	424
倒入	423
茶	423
基	423
用途	422
0.8	422
药品	421
3.5	420
大枣	416
汁	412
菊花	411
花	410
100g	407
煎液	406
桔梗	405
木香	404
消炎	404
新鲜	402
生姜	402
有机	399
再用	398
接受	396
物料	395
去除	394
组方	394
空	393
乳香	391
属于	391
白酒	390
pH	389
渣	389
微粉	389
病	388
红花	388
清膏	387
喷雾干燥	383
肿瘤	383
栀子	383
试验	382
杜仲	381
药效	381
红	380
桂枝	379
分装	379
丸剂	378
领域	378
部位	378
适合	374
苦参	374
0.4	374
黄精	371
连翘	370
选用	369
第二次	369
过筛	369
室温	368
医药	368
生物	368
苍术	368
放置	368
压力	366
健康	364
水中	364
待用	364
长期	362
面粉	362
疼痛	361
心	358
灵芝	358
0.05	357
药酒	357
常温	357
山药	356
新	355
菟丝子	355
50g	354
实验	353
血	353
密闭	352
浸提	349
毫升	349
蒸馏水	348
烷基	347
保护	346
占	345
表面	344
约	344
。发明内容	344
生地	343
治愈	342
蒸馏	342
口服	342
百合	339
达	339
水溶液	339
。解决	338
无菌	338
生长	337
散剂	336
保健品	336
剂量	336
需	336
灌装	334
熬	333
剩余	333
损伤	333
水分	331
1.2	331
公斤	330
选择	330
解毒	329
转速	328
发明	327
保健食品	326
相比	325
复合	325
干净	324
急性	323
低	322
晾干	321
置	321
饲料	319
药剂	318
缓解	318
酒	317
取代	316
羟基	315
制造	314
益气	314
5g	314
香附	312
食盐	312
熟地黄	310
包含	310
加入适量	309
感染	309
精制	308
起到	307
养生	307
补肾	307
甲醇	306
测定	306
千克	306
1.15	305
液体	305
标准	303
α	303
红枣	302
组	301
黄连	300
鲜	299
丁香	298
每日	297
自然	296
淫羊藿	296
何首乌	296
材料	295
动物	295
粗粉	295
真	295
益母草	294
郁金	293
活血化瘀	293
女贞子	293
美容	293
加热至	290
添加剂	290
浆	289
调	289
醇量	289
感冒	289
饮用	288
滴丸	288
牡丹皮	286
组织	286
能力	286
醇	285
制粒	285
内服	284
茶叶	284
西洋参	284
基质	283
有机溶剂	280
制	280
研磨	279
知母	278
辅助	278
ml	278
人群	277
山	277
开启	277
车前子	276
桑叶	275
板蓝根	275
蔗糖	273
冷藏	273
消毒	273
压制	273
糖	272
营养添加剂	272
葡萄糖	272
软胶囊	272
培养	272
注射	272
稠膏	271
抗菌	271
山茱萸	271
氨基酸	271
稀释	270
牛膝	270
熟地	270
薏苡仁	269
细辛	268
溶于	268
多糖	267
快速	267
最佳	267
生地黄	266
饮品	265
一次	265
鸡血藤	265
制品	265
决明子	264
鱼腥草	264
滋阴	264
符合	264
杏仁	263
胆固醇	262
抗肿瘤	262
消肿	262
肝炎	261
比为	260
阿胶	260
玄参	259
独特	259
0.6	259
延胡索	259
清水	259
高血压	259
至少	258
体内	258
环糊精	257
蒸发	257
蛋白质	257
干姜	257
莪术	257
捞出	257
两种	255
浸渍	255
地龙	254
选	254
肝	253
理论	253
放在	253
甘油	252
lt	252
25g	251
粒	251
热水	250
搅匀	250
6g	249
MP	249
。具体实施	247
养颜	247
冠心病	246
柠檬酸	246
几种	246
天麻	245
荷叶	245
甲基	245
未	244
12g	244
砂仁	243
提	243
注射用水	243
gt	242
入	241
使含	241
1.05	241
风味	240
表	240
注射液	240
莲子	240
蛋白	239
工艺流程	238
用药	238
清	237
切碎	236
作	236
药学	236
成型	236
夏枯草	235
木瓜	235
组份	235
去皮	234
生	234
环境	234
搅拌器	234
减肥	234
状	232
祛风	232
渗漉	232
降温	232
维生素	231
滤渣	231
绿豆	231
配料	231
固体	231
沸腾	231
小儿	230
黄	230
荆芥	230
羌活	230
乙醇提取	229
公开	229
枳壳	229
消除	229
其特征是	228
麻黄	228
丸	228
酸	228
麝香	227
保存	227
树脂	227
生活	226
增生	225
小火	224
min	224
绿茶	224
抗癌	223
残渣	222
病症	222
诸药	221
身体	221
鸡内金	221
原材料	220
通络	219
土茯苓	219
保温	219
分离	219
叶	219
醋	219
证明	218
消食	218
丹皮	218
玉米	218
止血	217
止咳	217
玉竹	216
疲劳	215
切成	215
稳定	215
炮制	214
乙醇溶液	213
补骨脂	213
植物油	213
麦芽	212
衍生物	212
克服	212
合成	212
蜈蚣	212
富含	211
质	211
远志	211
油	211
3g	211
水量	210
威灵仙	210
袋	210
纯化	210
紫薯	210
筛网	210
10%	209
子宫	209
没药	209
饼干	209
回流提取	208
品	208
月	208
混合液	208
无机	208
依次	207
花椒	207
所致	207
煎熬	207
8g	206
厚朴	206
加热	206
膏	205
口味	205
酶	204
副作用	204
风湿	204
全蝎	203
代谢	203
外用	203
晒干	203
安神	203
咳嗽	203
炙甘草	203
养血	202
酸枣仁	202
取上	202
膏剂	202
科学	202
膏状	201
胃	201
浆液	201
镇痛	201
蒸煮	201
层	201
蜂胶	201
60g	200
乙酸乙酯	200
肺	200
注射剂	200
干粉	199
凝胶	199
硒	198
平衡	198
相	198
用作	198
肉苁蓉	198
破碎	198
红景天	198
设备	198
艾叶	197
确切	197
脂肪	197
恢复	197
精油	197
补血	197
脱水	196
防腐剂	196
抗衰老	196
牡蛎	196
检测	195
低温	195
维生素C	194
半小时	194
有效率	194
马齿苋	193
野菊花	193
血竭	193
化痰	192
粉碎机	192
适量水	192
对照	192
半夏	192
根	191
水溶性	191
黑豆	191
结晶	191
纯净水	191
药食	190
含水量	190
血糖	190
脂肪酸	190
1.10	189
独活	189
头痛	189
衰老	189
松花粉	189
化学	188
蛇床子	188
计算	188
便秘	188
虎杖	188
前	188
150g	187
酶解	187
调理	187
痰	186
气血	186
缓慢	186
填充	186
中医	186
操作	186
炎症	186
银杏叶	186
白砂糖	185
200g	185
奶粉	184
拌匀	184
筛选	184
；本发明	184
冷冻干燥	184
调整	183
消化	183
速度	183
黑芝麻	183
乌梅	182
切片	182
状态	182
减轻	182
水蛭	182
适宜	181
大豆	181
酯	181
2.0	181
中成药	181
大蒜	181
优质	181
选取	180
药物制剂	180
锅	180
川牛膝	179
40g	179
失眠	179
冰糖	179
计	179
脾	179
吡喃	179
皮	179
烘烤	178
香味	178
乳糖	178
预	178
花生	178
罗汉果	178
锅中	178
发挥	178
磨成	178
饮用水	178
肾	178
石斛	177
并入	177
乙醇回流提取	176
骨碎补	176
乙醇洗脱	176
投入	175
抗病毒	175
降血脂	175
5%	175
保健作用	174
细菌	174
发生	174
载体	174
造成	174
1.20	174
皂苷	174
去离子水	174
酰基	174
纯天然	173
白糖	173
呈	173
茵陈	173
保健茶	173
滋补	173
复合物	173
白花蛇舌草	173
指	172
三棱	172
过滤器	172
汁液	172
抗氧化	171
鹿茸	171
冲剂	171
醇沉	170
明目	170
蒸汽	170
腹泻	170
产物	170
洗涤	170
水提取	170
9g	170
C1	170
盐酸	169
低于	169
胡萝卜	169
PH值	168
。实施	168
滤出	168
血液	168
延缓	168
汤	168
膏药	168
包	168
疗程	168
淹没	166
0.02	166
机	166
降压	165
协同作用	165
心绞痛	165
抗炎	165
修复	165
系统	165
癌症	165
成本低	164
凉血	164
水洗	164
氯仿	164
巴戟天	164
水平	164
糊精	163
澄清	163
粗提物	163
元胡	162
总量	162
芝麻	162
成本	162
武火	162
病毒	162
酮	162
机理	161
营养成分	161
烧伤	161
玫瑰花	161
打浆	161
循环	161
压榨	160
培养基	160
总重量	160
溃疡	160
太子参	160
粉剂	159
血脂	159
提取罐	159
发明人	159
刺五加	159
成熟	159
地骨皮	159
冷却水	159
备	159
紫草	158
分子量	158
糯米	157
1.30	157
压片	157
清除	157
冬虫夏草	157
泥	157
小鼠	156
鸡蛋	156
大火	156
水浴	156
原汁	156
石菖蒲	156
CN	156
果肉	156
II	155
果汁	155
质量控制	155
观察	155
式	155
香精	155
4.5	155
苯基	155
更好	154
补充	154
蔬菜	154
鼻炎	154
内容	154
硬脂酸镁	153
钙	153
大青叶	153
痛	152
草	151
疗效显著	151
微量元素	151
冲洗	151
美白	151
指标	151
包衣	151
神经	150
沸水	150
血液循环	150
理气	150
表面活性剂	150
减压干燥	150
丙酮	150
愈合	150
脱色	150
保障	150
白茅根	150
人类	150
属	149
香菇	149
胃炎	149
见效快	149
水解	148
大小	148
5.0	148
配合	147
相关	147
复发	147
加热回流	147
年	147
面团	147
利湿	147
氧基	147
枳实	146
分子	146
止痒	146
粒径	146
续断	146
柱	146
石油醚	146
易	146
青皮	145
乳腺	145
0.03	145
砂锅	145
穿山甲	145
1.25	145
牛奶	144
方剂	144
有利于	144
排毒	144
罐中	144
制药	143
生产工艺	143
吸附	143
绿色	143
糊状	142
核桃仁	142
补气	142
7.5	142
检验	142
降脂	142
茎	142
哮喘	142
类化合物	141
抗疲劳	141
强	141
分散	141
壳	141
保留	140
块	140
药理	140
停止	140
过夜	140
市场	140
主治	140
合格	140
瓶	140
苷	140
局部	140
反复	139
。技术	139
研成	139
湿热	139
麻油	139
化	139
情况	139
研磨成粉	138
骨质增生	138
处	138
步	138
治愈率	138
女性	138
米酒	138
桑葚	138
木糖醇	138
氨基	138
百部	137
刺激	137
常用	137
选料	137
肝肾	137
药膏	137
珍珠	137
病人	137
Kg	137
2g	136
润肺	136
封口	136
1.3	136
生黄芪	136
鳖甲	136
降血压	136
中医药	136
助剂	136
末	135
粉丝	135
素	135
乳化剂	135
神曲	135
去杂	135
桑寄生	135
1.1	135
中国	135
调配	135
药面	135
饮片	135
纤维	134
加温	134
原	134
白鲜皮	134
80g	134
做	134
0.7	134
钩藤	134
锅内	133
生甘草	133
秦艽	133
磷脂	133
糖浆	133
沉淀物	133
肉	133
无副作用	133
整粒	133
值	133
米粉	133
牛肉	133
蒸熟	133
程度	132
营养价值	132
香	132
酸奶	132
使用方便	131
龙胆草	131
黄豆	131
肌肤	131
超过	131
产后	131
苹果	131
粉状	131
樟脑	131
豆浆	131
包裹	130
离心	130
湿	130
药典	130
水煮	130
纯中药	130
红茶	130
石膏	130
必需	130
高效	130
苦瓜	130
大米	129
药汁	129
小茴香	129
土鳖虫	129
料	129
健胃	129
关节炎	129
血小板	129
解	128
流浸膏	128
维生素E	128
沥干	128
关节	128
将经	128
工序	127
行气	127
患处	127
装置	127
甲氧基	127
通便	127
送入	126
生物碱	126
微循环	126
乳化	125
散寒	125
睡眠	125
实施方案	125
风湿性关节炎	125
图	125
纱布	125
效果显著	124
扩张	124
至无醇	124
0.08	124
白芨	124
低廉	124
厘米	124
浓	124
珍珠粉	124
肺炎	124
制法	123
沙棘	123
竹叶	123
黑	123
地黄	123
西	123
菌种	123
率	122
日	122
平喘	122
痤疮	122
罐	122
1g	122
煎药	122
。所述	122
碎	122
海参	122
降血糖	122
猪	122
羟	122
微	121
7.0	121
芡实	121
病毒性	121
菌	121
南瓜	121
3.0	121
表现	121
少量	121
并用	121
红薯	121
子	121
直链	121
透骨草	120
多功能	120
饮食	120
骨折	120
香油	120
超微粉碎	120
冷冻	120
海藻	120
皮肤病	120
肝癌	120
升麻	120
精选	120
果	120
倒	120
复配	120
支链	120
治病	119
液中	119
1.35	119
低聚糖	119
调味	119
协同	119
跌打损伤	119
捣碎	119
500g	119
中风	119
易于	118
麦门冬	118
败酱草	118
正丁醇	118
无毒	118
姜黄	118
血压	118
稳定性	118
注射用	118
瘀	118
油脂	118
冻干粉	118
蒸	118
丙二醇	117
筛	117
破壁	117
长	117
炎	117
任意	117
说	117
缺氧	117
生药	117
直至	117
保湿	117
莱菔子	117
微生物	117
香料	117
重要	116
五加皮	116
白色	116
不易	116
聚乙二醇	116
散结	116
250g	116
肺癌	116
槐花	116
纳米	116
装袋	116
果实	116
主料	116
措施	115
120g	115
骨质	115
中加	115
非	115
白芥子	115
绞股蓝	115
超细粉碎	115
对照组	115
益生菌	115
介绍	115
价格低廉	115
入锅	114
益智仁	114
预处理	114
装瓶	114
桑白皮	114
红参	114
桂皮	114
桂花	114
心血管	114
调节剂	114
环	114
燕麦	114
2.2	113
超临界萃取	113
黄酒	113
紫苏	113
置入	113
体	113
炒白术	113
熟	113
人参皂苷	113
蒸馏液	113
红豆	113
消肿止痛	112
CO2	112
毒性	112
川楝子	112
桑椹	112
药丸	112
栓剂	112
发热	112
炙	112
R1	112
青黛	111
燥湿	111
营养品	111
病变	111
妇女	111
橄榄油	111
机能	111
破坏	111
榨汁	111
膳食纤维	111
利尿	111
覆盆子	111
灯盏花素	111
二甲基	111
混合粉	110
龙骨	110
拌	110
赋形剂	110
打成	110
出血	110
胃癌	110
藿香	110
解决方案	110
微波	110
口服制剂	110
护肤	110
综合症	110
°	110
为宜	110
汽化	110
姜	110
抑菌	109
1.8	109
2h	109
明胶	109
PH	109
费用	109
茉莉花	109
脾胃	109
手术	109
穿心莲	109
用法	109
火	109
番茄	109
蜂王浆	109
花粉	109
包合物	108
结果表明	108
馒头	108
自由基	108
肠道	108
蝉蜕	108
食物	108
1000g	108
1H	108
冻干	108
水冷	108
。用于	107
少	107
稳定剂	107
养胃	107
所用	107
称量	107
味精	107
奶液	107
湿疹	107
川乌	107
柱层析	107
硬化	107
净化	107
各味	106
核桃	106
连续	106
搅拌机	106
高速	106
开发	106
青蒿	106
去核	106
药性	106
预热	106
余量	105
各组	105
孢子	105
天花粉	105
咽炎	105
薄荷脑	105
新陈代谢	105
西药	105
医疗	105
麻木	105
弹性	105
金钱草	105
心肌	105
设计	104
疏松	104
除杂	104
20%	104
例数	104
抑制作用	104
价值	104
器	104
地榆	104
所说	104
肿痛	104
相当于	104
毫克	104
争论	104
溶性	104
水果	103
粘合剂	103
儿童	103
提液	103
蜂蜡	103
葡萄	103
附子	103
再生	103
条	103
血栓	103
粥	103
色泽	102
本品	102
单体	102
30min	102
熬制	102
酵母	102
三种	102
红糖	102
血瘀	102
该种	102
五倍子	102
高血脂	102
全	102
萃取物	102
鸡肉	102
功能性	102
水浸	101
纯度	101
温度控制	101
1000ml	101
净水	101
4.0	101
难	101
0.25	101
生津	100
报道	100
高压	100
真空	100
食欲	100
1.4	100
碱	100
精	100
牛黄	100
矿物质	100
碗	100
新型	100
化疗	100
仔猪	100
精炼	100
降糖	99
佛手	99
下降	99
低下	99
银耳	99
0.9	99
男性	99
龟板	99
标本兼治	99
肝脏	99
原因	99
口腔	99
繁殖	99
小米	99
心悸	99
旋转	98
18g	98
5.5	98
仙鹤草	98
里	98
接种	98
我国	98
痔疮	98
脑缺血	98
体质	98
辅以	98
草乌	98
肌瘤	98
模型	97
炒制	97
祛瘀	97
升高	97
。发明	97
酱	97
胶体磨	97
槟榔	97
洗	97
不锈钢	97
软材	97
3cm	97
饮	97
0.15	97
牛蒡子	97
35.7	97
抽滤	96
地肤子	96
丝	96
增殖	96
前列腺	96
半枝莲	96
消化不良	96
污染	96
弃去	96
僵蚕	95
经络	95
王不留行	95
淡竹叶	95
升温	95
第三次	95
300g	95
6.0	95
仙茅	95
原则	95
芦根	95
单独	95
发展	95
静脉	95
荞麦	95
聚集	95
酱油	95
鸡	95
障碍	95
龙眼肉	94
4g	94
润滑剂	94
理想	94
名称	94
柏子仁	94
煮熟	94
营养物质	94
Mpa	94
2%	94
加热到	94
分散片	94
壮阳	94
活性炭	94
辣椒	94
苯	94
保健酒	94
苍耳子	94
35g	94
种子	94
芳基	94
限制	93
恒温	93
吴茱萸	93
蒲黄	93
段	93
籽	93
釜	93
药理作用	93
并发症	93
面条	93
打开	93
研制	93
常见	93
铁皮石斛	93
原液	93
丙基	93
润肠	93
成稠膏	93
崩解剂	92
份山药	92
夜交藤	92
6.5	92
合用	92
氯化钠	92
分泌	92
创面	92
豆浆粉	92
生理	92
超滤	92
体外	92
菜	92
乌药	92
沉香	92
板栗	92
联合	92
提升	92
鉴别	92
超声波	92
桑枝	91
高于	91
小于	91
狗脊	91
值至	91
药剂学	91
化瘀	91
牛	91
改用	91
睡莲	91
袋泡茶	91
杀虫	91
整体	91
芳香	91
需求	91
≤	91
调和	91
稀释液	91
滤去	90
是从	90
氧化	90
单一	90
诱导	90
样品	90
口	90
化妆品	90
除湿	90
清肺	90
损失	90
真空浓缩	90
肥胖	90
做成	90
骨	89
回流	89
五灵脂	89
综合征	89
脱发	89
软胶囊剂	89
器具	89
相合	89
有限	89
黄色	89
贴	89
动脉	89
重量计	88
猴头菇	88
竹茹	88
仙人掌	88
阴虚	88
第二步	88
总黄酮	88
黄酮	88
份计	88
磨粉	88
岁	88
烘箱	88
色素	88
缺陷	88
烤箱	87
超声	87
益智	87
清洁	87
味道	87
大鼠	87
胃肠	87
流速	87
所示	87
高良姜	87
形状	87
矫味剂	87
真菌	87
脂质体	87
兼用	87
虫草	87
翻炒	86
伸筋草	86
馅料	86
微晶纤维素	86
氟	86
流动	86
混	86
乳剂	86
熟化	86
操作步骤	86
水饺	86
粉及	86
咽喉	86
后遗症	86
多年	86
软化	86
并加	86
碱性	86
隔水	86
模具	86
70g	86
冬瓜	85
磨浆	85
开胃	85
肠胃	85
水洗脱	85
第一步	85
缺点	85
甘	85
天后	85
洁	85
乳腺癌	85
再加	85
病例	85
玉米粉	85
R2	85
心脏病	85
草莓	85
数量	85
茶多酚	85
呕吐	84
离心分离	84
虚弱	84
甘露醇	84
注入	84
浸	84
申请	84
头	84
粒度	84
伤口	84
颜色	84
滴丸剂	84
后备	84
7g	84
液态	84
腌制	84
车前草	84
豆渣	84
康复	84
儿茶	83
制取	83
来源	83
镇静	83
面膜	83
祛痰	83
膜	83
延长	83
亚健康	83
45g	83
8%	83
杀灭	82
甜味剂	82
真空度	82
气滞	82
共具	82
揉	82
八角	82
上层	82
全叶	82
记忆	81
夏季	81
痊愈	81
硬脂酸	81
抑制剂	81
血清	81
梯度洗脱	81
饲料添加剂	81
大豆油	81
白血病	81
头晕	81
拌入	81
补	81
肽	81
胶	81
种植	81
块状	81
2.4	81
气体	81
膨化	81
肌	81
米	81
设有	81
转移	81
芦荟鲜叶	81
柠檬	81
烷氧基	81
粗品	80
另取	80
硅胶	80
辨证	80
紫花地丁	80
中老年人	80
已有	80
无水乙醇	80
精华	80
专用	80
桂圆	80
流量	80
白矾	80
10min	80
等量	80
大于	80
变质	80
结束	80
现	80
释放	80
治	80
12.5	80
400g	80
荔枝核	79
2.1	79
赤小豆	79
携带	79
锌	79
含量测定	79
抗氧化剂	79
马钱子	79
重复	79
啤酒	79
为度	79
补益	79
开水	79
调制	79
外用药	79
抗生素	79
流出	79
肌肉	79
呼吸道	79
苏木	79
凡士林	79
粥样	79
除渣	79
清香	79
眩晕	79
两个	79
沸	78
萃取液	78
短	78
装有	78
神经衰弱	78
有助于	78
银杏	78
mL	78
一日	78
早晚	78
豆粉	78
例一	78
过敏性	78
对抗	78
多个	78
调料	78
动脉硬化	78
螺旋藻	78
苄基	78
mo	78
透明	77
两用	77
所属	77
无色	77
活力	77
豆腐	77
0.04	77
加总	77
五味	77
测	77
医学	77
乳房	77
雄黄	77
微丸	77
白头翁	77
性味	77
放冷	77
首乌	77
取汁	77
防	77
烯	77
R3	77
草药	77
摄氏度	77
三七总皂苷	77
葱	77
玛咖	77
大黄酸	77
cm	76
碳酸氢钠	76
止泻	76
止	76
粉末状	76
草果	76
益精	76
支气管	76
采集	76
青稞	76
热至	76
粘膜	76
专利	76
菠萝	76
缓释	76
秒	76
茯神	76
贫血	76
以利	76
溶出	76
焖	76
合剂	76
水蒸气蒸馏	76
黑木耳	76
切块	75
粗末	75
酒液	75
侧柏叶	75
前列腺炎	75
滑石粉	75
系列	75
品质	75
。背景	75
制何首乌	75
洋葱	75
墨旱莲	75
极性	75
多肽	75
供	75
不适	75
验证	75
挑选	75
脂肪肝	75
1.6	75
100ml	75
烫伤	75
对象	75
月经不调	75
脑血栓	75
薄膜	75
病理	74
水份	74
温水	74
疗程短	74
高脂血症	74
散瘀	74
直径	74
朱砂	74
最终	74
小麦	74
益肾	74
两	74
自然铜	74
痛风	74
含水	74
芹菜	74
溶剂萃取	74
茜草	74
叶片	74
2.3	73
土豆	73
氢氧化钠	73
琥珀	73
护肝	73
取煎液	73
骨粉	73
细末	73
山豆根	73
急慢性	73
苦杏仁	73
发病	73
可用	73
肠	73
乏力	73
安全性	73
小麦粉	73
调经	73
均衡	73
脂	73
泡	73
因素	73
所制	73
鹿角	73
白细胞	73
浒苔	73
75g	73
发酵液	73
4%	73
降	73
氢	72
瘀血	72
根茎	72
计量	72
0.06	72
中性	72
母猪	72
散	72
固定	72
水肿	72
分为	72
辩证	72
解酒	72
脑	72
稠	72
糕点	72
肝硬化	72
涂抹	72
后加	72
絮凝	72
香菇多糖	72
浙贝母	72
调味料	72
搭配	72
绿原酸	72
黄芩苷	72
mi	72
昆布	71
挤压	71
水液	71
外敷	71
空气	71
烘	71
封装	71
发作	71
胶原蛋白	71
羊	71
粘稠	71
痛苦	71
重	71
多种营养	71
10ml	71
称为	71
鱼肉	71
缓冲液	71
缺血性	71
入药	71
放到	71
浓缩汁	71
黄酮类	71
通式	71
C8	71
维生素A	70
盆腔炎	70
阴阳	70
流	70
滤取	70
残留	70
布袋	70
烫	70
胰岛素	70
降火	70
川贝母	70
耳鸣	70
16g	70
增效	70
不饱和	70
分离纯化	70
香气	70
薄荷油	70
乌梢蛇	70
虫	70
肩周炎	70
去掉	70
提纯	70
沙参	70
吐温	70
猪苓	70
活动	70
壳聚糖	70
凝胶剂	69
泡腾片	69
补中	69
腹痛	69
软膏	69
mol	69
值为	69
前述	69
脱脂	69
栽培	69
经济	69
3%	69
1ml	69
元素	69
路路通	69
烧烫伤	69
脂质	69
芝麻油	69
玉米须	69
丙	69
合适	68
硼砂	68
日常	68
阴道炎	68
原有	68
木通	68
纤维素	68
乙醚	68
瓜蒌	68
炼蜜	68
四味	68
药量	68
余甘子	68
水煎服	68
无纺布	68
三味	68
珍珠母	68
确保	68
无需	68
气虚	68
颈椎病	68
降香	68
菌株	68
白及	67
老少皆宜	67
肾虚	67
健脑	67
罐内	67
道	67
利水	67
青	67
14g	67
薏米	67
寒	67
湿润	67
无效	67
冷水	67
玫瑰	67
每袋	67
不良反应	67
四肢	67
疮	67
刺梨	67
III	67
沸点	67
进一步提高	67
装	67
1h	67
鹿角胶	67
腰	67
钠	67
乳酸菌	67
15%	67
黄瓜	66
富	66
酰胺	66
水溶	66
第三步	66
食品添加剂	66
位	66
山梨醇	66
很大	66
份红花	66
酊剂	66
原理	66
结构式	66
血症	66
糕	66
份党参	66
中国专利	66
皂角刺	65
阴道	65
藏红花	65
0.001	65
泽兰	65
患有	65
溶化	65
防癌	65
市售	65
检查	65
乙醇水溶液	65
各类	65
豆类	65
风寒	65
喷雾剂	65
蛋白酶	65
配以	65
缺少	65
类药物	65
活化	65
蒸发器	65
气管炎	65
规格	65
忍冬藤	65
酒精度	65
冷却液	65
析出	65
紫杉醇	65
90g	65
枯矾	64
大孔吸附树脂柱	64
20min	64
毒素	64
农药	64
一同	64
血流量	64
消疲	64
储存	64
大便	64
心脏	64
糖粉	64
油相	64
橘皮	64
苦	64
冷凝器	64
胡椒	64
糯米粉	64
开	64
设置	64
黑米	64
内分泌	64
果蔬	64
盐水	64
不育症	64
瘙痒	64
缓缓	63
滤	63
硫酸	63
紫苏叶	63
麦麸	63
切丁	63
紊乱	63
炒至	63
胡萝卜素	63
卵磷脂	63
大孔吸附树脂	63
氧	63
红曲米	63
有机肥	63
比重	63
肠炎	63
保健饮料	63
果胶	63
抗病	63
刺激性	63
豆奶	63
脚气	63
磁石	63
氯	63
薏仁	63
马铃薯	63
精子	63
白扁豆	62
提后	62
护理	62
脾虚	62
优势	62
口服液体制剂	62
称	62
合欢皮	62
火麻仁	62
品种	62
金樱子	62
异常	62
熔化	62
连接	62
料酒	62
小便	62
中华人民共和国	62
天冬	62
胸闷	62
心肌缺血	62
酸软	62
。微米	62
机中	62
脑血管	62
生肌	62
渗透	62
异味	62
桑黄	62
该药	62
结石	62
离子	62
解热	62
性能	62
旱莲草	62
灯盏细辛	62
气味	62
不孕症	62
常温下	62
阴性	62
坏死	62
乙酰基	62
视力	61
米醋	61
羊肉	61
脱	61
祛斑	61
可口	61
大麦	61
≥	61
饱和	61
杀	61
50%	61
定量	61
水提物	61
蒸干	61
延年益寿	61
轻微	61
简称	61
气	61
蜂花粉	61
1kg	61
2.8	61
效率	61
一层	61
